"name"	"attr"	"type"
"DoreaSand"	"HouseMartell"	"house"
"EliaMartell"	"HouseMartell"	"house"
"EliaSand"	"HouseMartell"	"house"
"EllariaSand"	"HouseUller"	"house"
"LorezaSand"	"HouseMartell"	"house"
"MellarioofNorvos"	"HouseNorvos"	"house"
"MorsMartell"	"HouseMartell"	"house"
"NymeriaSand"	"HouseMartell"	"house"
"ObaraSand"	"HouseMartell"	"house"
"ObellaSand"	"HouseMartell"	"house"
"OberynMartell"	"HouseMartell"	"house"
"PrincessofDorne"	"HouseDorne"	"house"
"RhaegarTargaryen"	"HouseTargaryen"	"house"
"RhaenysTargaryen"	"HouseTargaryen"	"house"
"SarellaSand"	"HouseMartell"	"house"
"TyeneSand"	"HouseMartell"	"house"
"AlysKarstark"	"HouseKarstark"	"house"
"ArraNorrey"	"HouseNorrey"	"house"
"ArtosStark"	"HouseStark"	"house"
"AryaFlint"	"HouseFlint"	"house"
"AryaStark"	"HouseStark"	"house"
"BenjenStark"	"HouseStark"	"house"
"BeronStark"	"HouseStark"	"house"
"BranStark"	"HouseStark"	"house"
"BrandonStark"	"HouseStark"	"house"
"BrandonStarkBurner"	"HouseStark"	"house"
"BrandonStark"	"HouseStark"	"house"
"CatelynStark"	"HouseTully"	"house"
"CreganStark"	"HouseStark"	"house"
"EddardStark"	"HouseStark"	"house"
"EdwyleStark"	"HouseStark"	"house"
"GillianeGlover"	"HouseGlover"	"house"
"JeyneWesterling"	"HouseWesterling"	"house"
"JonSnow"	"HouseStark"	"house"
"JonnelStark"	"HouseStark"	"house"
"LorraRoyce"	"HouseRoyce"	"house"
"LyannaGlover"	"HouseGlover"	"house"
"LyannaStark"	"HouseStark"	"house"
"LyarraStark"	"HouseStark"	"house"
"LynaraStark"	"HouseStark"	"house"
"LysaraKarstark"	"HouseKarstark"	"house"
"MarnaLocke"	"HouseLocke"	"house"
"MelanthaBlackwood"	"HouseBlackwood"	"house"
"MyriameManderly"	"HouseManderly"	"house"
"RamsayBolton"	"HouseBolton"	"house"
"RickardStark"	"HouseStark"	"house"
"RickonStark"	"HouseStark"	"house"
"RickonStark"	"HouseStark"	"house"
"RobbStark"	"HouseStark"	"house"
"RobynRyswell"	"HouseRyswell"	"house"
"RodrikStark"	"HouseStark"	"house"
"RodrikStark"	"HouseStark"	"house"
"RodwellStark"	"HouseStark"	"house"
"TalisaStark"	"HouseStark"	"house"
"WillamStark"	"HouseStark"	"house"
"AegonVTargaryen"	"HouseTargaryen"	"house"
"AerysIITargaryen"	"HouseTargaryen"	"house"
"BethaBlackwood"	"HouseBlackwood"	"house"
"DaenerysTargaryen"	"HouseTargaryen"	"house"
"Drogo"	"Dothraki"	"house"
"DuncanTargaryen"	"HouseTargaryen"	"house"
"DyannaDayne"	"HouseDayne"	"house"
"HizdahrzoLoraq"	"HouseLoraq"	"house"
"JaehaerysIITargaryen"	"HouseTargaryen"	"house"
"JennyofOldstones"	"HouseOldstones"	"house"
"MaekarITargaryen"	"HouseTargaryen"	"house"
"MaronMartell"	"HouseMartell"	"house"
"RhaellaTargaryen"	"HouseTargaryen"	"house"
"ShaeraTargaryen"	"HouseTargaryen"	"house"
"ViserysTargaryen"	"HouseTargaryen"	"house"
"HosterTully"	"HouseTully"	"house"
"MinisaWhent"	"HouseWhent"	"house"
"PetyrBaelish"	"HouseBaelish"	"house"
"AlerieHightower"	"HouseHightower"	"house"
"ElinorTyrell"	"HouseTyrell"	"house"
"ElynNorridge"	"HouseNorridge"	"house"
"GarlanTyrell"	"HouseTyrell"	"house"
"HobberRedwyne"	"HouseRedwyne"	"house"
"HorasRedwyne"	"HouseRedwyne"	"house"
"LeoBlackbar"	"HouseBlackbar"	"house"
"LeonetteFossoway"	"HouseFossoway"	"house"
"LiaSerry"	"HouseSerry"	"house"
"LorasTyrell"	"HouseTyrell"	"house"
"LuthorTyrell"	"HouseTyrell"	"house"
"LuthorTyrell"	"HouseTyrell"	"house"
"LuthorTyrell"	"HouseTyrell"	"house"
"MaceTyrell"	"HouseTyrell"	"house"
"MedwickTyrell"	"HouseTyrell"	"house"
"MinaTyrell"	"HouseTyrell"	"house"
"MorynTyrell"	"HouseTyrell"	"house"
"OleneTyrell"	"HouseMoryn"	"house"
"OlennaRedwyne"	"HouseRedwyne"	"house"
"PaxterRedwyne"	"HouseRedwyne"	"house"
"TheodoreTyrell"	"HouseTyrell"	"house"
"UnknownfatherTyrell"	"HouseTyrell"	"house"
"UnknownmotherTyrell"	"HouseTyrell"	"house"
"WillasTyrell"	"HouseTyrell"	"house"
"Baelish(fatherofPetyr)"	"PetyrBaelish"	"children"
"SelwynTarth"	"BrienneofTarth"	"father"
"Craster"	"Craster"	"house"
"GreyWorm"	"Missandei"	"lovers"
"Paramour"	"EllariaSand"	"lovers"
"MaryaSeaworth"	"DavosSeaworth"	"spouse"
"RandyllTarly"	"SamwellTarly"	"children"
"MelessaFlorent"	"SamwellTarly"	"children"
"WaldaBolton"	"Bolton(sonofRoose)"	"children"
"TerrenceToyne"	"BethanyBracken"	"lovers"
"MedgerCerwyn"	"CleyCerwyn"	"father"
"RickardKarstark"	"TorrhenKarstark"	"children"
"Moro"	"Moro'swife2"	"spouse"


